Taxa de pobreza nacional - brancos (Brasil)
Sigla;Código;Brasil;2015;2016;2017;2018;2019;2020;2021;2022;
BR;0;Brasil;20,3;21,4;21,8;21,8;20,6;20,3;24,5;21;
