Taxa de pobreza nacional - homem (Brasil)
Sigla;Código;Brasil;2015;2016;2017;2018;2019;2020;2021;2022;
BR;0;Brasil;31,3;33,2;33,3;32,9;32;30,2;35,6;30,9;
