Taxa de pobreza nacional - pretos/pardos (Brasil)
Sigla;Código;Brasil;2015;2016;2017;2018;2019;2020;2021;2022;
BR;0;Brasil;41,3;43,6;43,1;42,1;41,5;39,1;46,1;40;
